CustomerID,Churn Probability
7590-VHVEG,0.8223229869732204
5575-GNVDE,0.16536604913157565
7795-CFOCW,0.08559032232558446
1452-KIOVK,0.39772261713102736
6713-OKOMC,0.4912170628991466
6388-TABGU,0.06963516446122248
9763-GRSKD,0.2601630743290998
7469-LKBCI,0.071072353467323
8091-TTVAX,0.3872088485420237
5129-JLPIS,0.7477899970462178
3655-SNQYZ,0.1042320996664734
8191-XWSZG,0.04629995175271051
9959-WOFKT,0.11898699932015706
4183-MYFRB,0.8277576297199746
1680-VDCWW,0.22773923243391533
3638-WEABW,0.062405323020813225
6322-HRPFA,0.04511078566250747
6865-JZNKO,0.40078203810520824
5248-YGIJN,0.05738358227915816
3841-NFECX,0.07502970203800828
4929-XIHVW,0.8955174787849639
6827-IEAUQ,0.1856795153142262
7310-EGVHZ,0.4518408272690798
3413-BMNZE,0.691767680484983
6234-RAAPL,0.07741439412370085
6572-ADKRS,0.5386695833348782
8865-TNMNX,0.4303580459060356
9489-DEDVP,0.05231900408794987
9867-JCZSP,0.19763465770045835
4671-VJLCL,0.043289917664531045
4080-IIARD,0.6572251604905307
3714-NTNFO,0.6959344171011402
5948-UJZLF,0.6404679893142516
7639-LIAYI,0.08231437326040808
2954-PIBKO,0.0320082806060427
8012-SOUDQ,0.7343685291136722
6575-SUVOI,0.4891658276175872
4667-QONEA,0.12945961125633132
8769-KKTPH,0.35509187790021496
5067-XJQFU,0.48701073224082403
3957-SQXML,0.04600062950987776
5954-BDFSG,0.16678627913188307
0434-CSFON,0.8119725112590496
1215-FIGMP,0.5420809440144095
0526-SXDJP,0.02221269096921519
0557-ASKVU,0.37513617728432147
5122-CYFXA,0.8102420205873344
8627-ZYGSZ,0.47748083677702496
3410-YOQBQ,0.1597617168428459
3170-NMYVV,0.027628297598930297
7410-OIEDU,0.7105948524313785
2273-QCKXA,0.5993873782455177
0731-EBJQB,0.10585961432783939
1891-QRQSA,0.19077087407744722
8028-PNXHQ,0.0243815538270409
5630-AHZIL,0.3005101154985445
2673-CXQEU,0.3950975575472343
6416-JNVRK,0.1996339311722899
5590-ZSKRV,0.2233713239009404
0191-ZHSKZ,0.6255636065144279
3887-PBQAO,0.09349666268442794
8108-UXRQN,0.3893023685997998
9919-YLNNG,0.6746845465589864
0318-ZOPWS,0.04084276800576141
4445-ZJNMU,0.8375235854975168
4808-YNLEU,0.3187007180848611
1862-QRWPE,0.030883273812286314
2796-NNUFI,0.04418831974825948
3016-KSVCP,0.5171707451641382
4767-HZZHQ,0.29694890178201705
2424-WVHPL,0.7939596425231948
7233-PAHHL,0.08058259250363035
6067-NGCEU,0.48439882510816357
9848-JQJTX,0.2078529663500231
9803-FTJCG,0.06403880482451699
3212-KXOCR,0.020984646165406805
6380-ARCEH,0.44247992263338093
3679-XASPY,0.2525499580039264
7123-WQUHX,0.36673124639231636
5386-THSLQ,0.12878607741553094
6180-YBIQI,0.633626385267798
6728-DKUCO,0.39534972525494316
9750-BOOHV,0.16052526788664898
8597-CWYHH,0.4552908633175239
2848-YXSMW,0.009431883634445139
4549-ZDQYY,0.07001736726370789
5712-AHQNN,0.7227853226977113
5256-SKJGO,0.1148288300212782
3071-VBYPO,0.4950656023452813
9560-BBZXK,0.06946820321263394
8402-OOOHJ,0.03187322790658884
9445-ZUEQE,0.28359872747112613
1091-SOZGA,0.4949672583518046
2928-HLDBA,0.4010571543691454
6497-TILVL,0.2427337591070612
7219-TLZHO,0.1744597761807677
4622-YNKIJ,0.25998832974600544
6734-PSBAW,0.01671572470903949
3930-ZGWVE,0.4417428088065918
2639-UGMAZ,0.1542899744168789
2876-GZYZC,0.870060381586866
8587-XYZSF,0.03025344260881957
7799-LGRDP,0.038446634526040524
7850-VWJUU,0.6408561877036771
3774-VBNXY,0.015469015223165404
6217-KDYWC,0.02315170172185053
3146-MSEGF,0.06397322801018808
1095-WGNGG,0.2892485695250231
2636-SJDOU,0.16407158326242527
1131-QQZEB,0.01334789695792864
5716-EZXZN,0.10424402242663794
6837-BJYDQ,0.25381463460187037
6440-DKQGE,0.26801087255738043
3466-BYAVD,0.3188229974793474
3780-YVMFA,0.5380551256967683
1679-JRFBR,0.3311329565589199
9073-ZZIAY,0.07947944329999197
3077-RSNTJ,0.16370706793980613
6551-GNYDG,0.5776713846816381
9167-APMXZ,0.7829082266299313
2749-CTKAJ,0.1598718222139663
6371-NZYEG,0.19516069613943562
7554-NEWDD,0.10399324698899146
8992-VONJD,0.28538743671730915
4482-EWFMI,0.8732093781160932
4648-YPBTM,0.09755755657458315
2907-ILJBN,0.23566136131325516
6345-FZOQH,0.01218505494732674
5997-OPVFA,0.06588687573060095
1159-WFSGR,0.15533845068536078
7654-YWJUF,0.29036018644930367
6727-IOTLZ,0.2672791555903574
5918-VUKWP,0.10196501208514624
1744-JHKYS,0.2728925117433158
5947-SGKCL,0.6115171607489126
3712-PKXZA,0.04703677690542933
6582-OIVSP,0.6765528816640025
5524-KHNJP,0.28147406177278267
4827-USJHP,0.5748590928913277
8167-GJLRN,0.6611997051503948
0956-SYCWG,0.24903325697567302
8017-UVSZU,0.36125316665179724
7100-FQPRV,0.19784011873935392
2984-RGEYA,0.013210079175549278
9680-NIAUV,0.12631932290872563
2146-EGVDT,0.016115807214524092
2604-IJPDU,0.7413648824800306
9178-JHUVJ,0.026968932604754255
6168-YBYNP,0.6586395850932142
7255-SSFBC,0.05932033635556042
3645-DEYGF,0.1605246116179505
9323-HGFWY,0.4997594494089284
8544-GOQSH,0.6730941312133754
3363-DTIVD,0.05095913749457301
7018-WBJNK,0.4759458160384722
9142-KZXOP,0.4406218139086574
7674-YTAFD,0.39804434746169454
6348-SNFUS,0.03165655524651559
1347-KTTTA,0.3583187039530306
4195-NZGTA,0.7477989325217899
7157-SMCFK,0.003341705036102097
4709-LKHYG,0.1728360852902235
2504-DSHIH,0.8155628000883327
0699-NDKJM,0.36184668207715304
9286-BHDQG,0.014555095657235352
0230-WEQUW,0.043253851495856845
2040-LDIWQ,0.11098213914024742
6496-JDSSB,0.8426687310082985
4443-EMBNA,0.013176743945736867
6469-MRVET,0.4704794339428525
5961-VUSRV,0.26430493369747055
6778-JFCMK,0.38862287264336376
6341-JVQGF,0.35028440085069323
4811-JBUVU,0.6526925933009237
0945-TSONX,0.11151720783393022
2651-ZCBXV,0.14616784434565494
3316-UWXUY,0.40307547548099093
7083-MIOPC,0.00838962207145692
1984-GPTEH,0.2760678661315476
0621-JFHOL,0.2388473259300156
9903-LYSAB,0.8325256746998432
9227-UAQFT,0.07961671360438262
7301-ABVAD,0.06303180694347148
6614-FHDBO,0.1281176332808715
7576-ASEJU,0.25721860057080426
9058-HRZSV,0.47855982261128016
4522-AKYLR,0.7280372087405934
0221-WMXNQ,0.752650496956027
0303-UNCIP,0.24505923696121124
0959-WHOKV,0.46584145641856134
4075-JFPGR,0.4298601394310775
3282-ZISZV,0.26641200419748245
3675-YDUPJ,0.43592583979187743
4111-BNXIF,0.11274531638947016
7017-VFHAY,0.03242521795182158
6655-LHBYW,0.24779522918169208
5046-NUHWD,0.619056736702335
7529-ZDFXI,0.688206585775581
7605-BDWDC,0.10920199262258805
1950-KSVVJ,0.33794554426282464
0123-CRBRT,0.06575298893608754
6292-TOSSS,0.023029623623812494
3197-ARFOY,0.7100602215190899
7014-ZZXAW,0.015275724475268844
7633-MVPUY,0.06419637275611273
4716-HHKQH,0.8125095542827986
3179-GBRWV,0.6063295883526492
8645-KWHJO,0.7533570603911508
4130-MZLCC,0.6324814527542172
0314-TKOSI,0.50886301483367
8229-MYEJZ,0.6613095906657084
2080-SRCDE,0.16451217554868117
9577-WJVCQ,0.12272219724694283
6202-DYYFX,0.5295570481860884
3808-HFKDE,0.6802404736430256
3727-OWVYD,0.1489721771661821
2294-SALNE,0.409786144106759
4847-TAJYI,0.9144168739674022
1563-IWQEX,0.3428948617042158
8203-XJZRC,0.4403499908399762
6556-DBKZF,0.035418635740732986
6851-WEFYX,0.8544320135872278
2985-JUUBZ,0.36542661677463495
0895-LMRSF,0.5231557529706362
8266-VBFQL,0.8555923721648738
8181-YHCMF,0.050956785166874664
2240-HSJQD,0.27132056183018205
1248-DYXUB,0.006064034145038367
4115-BNPJY,0.19553408912780404
3167-SNQPL,0.46097842141673917
4091-TVOCN,0.22775733846926746
1098-TDVUQ,0.5455659626974801
7277-OZCGZ,0.7092519342010528
1557-EMYVT,0.14456339919920141
2799-ARNLO,0.8900031038819274
5027-YOCXN,0.2745783701385108
3973-SKMLN,0.011388266190192063
6745-JEFZB,0.6576050737952273
9880-TDQAC,0.0950036990037302
8705-WZCYL,0.799853844246273
7102-JJVTX,0.36331475809281244
8626-PTQGE,0.04347152504994951
4983-CLMLV,0.613498232388558
5701-YVSVF,0.863411880373011
5697-GOMBF,0.3672633630357032
2739-CACDQ,0.7500548036312122
9385-EHGDO,0.016986868797390815
