CustomerID,Churn Probability
7577-SWIFR,0.8910692812266463
4912-PIGUY,0.8875085186348791
9603-OAIHC,0.8850167475007993
7439-DKZTW,0.884164324426103
9605-WGJVW,0.8832177805778741
1452-VOQCH,0.882988277362632
3878-AVSOQ,0.8829017235130691
5542-TBBWB,0.8823387692324911
1640-PLFMP,0.8794257449688289
7465-ZZRVX,0.8791843848013133
2545-EBUPK,0.8786000726044447
0021-IKXGC,0.8779282810194736
1628-BIZYP,0.8765317849330487
5150-ITWWB,0.8757705089161044
3318-NMQXL,0.869086891213994
8775-ERLNB,0.8671812423018086
6630-UJZMY,0.865858519155471
4927-WWOOZ,0.8638719114016457
2789-HQBOU,0.8635579050837022
2262-SLNVK,0.8624349657752898
5043-TRZWM,0.8621193994664966
4234-XTNEA,0.8604852049486644
3489-HHPFY,0.8603873529862203
6350-XFYGW,0.8576440692167033
6357-JJPQT,0.8570095048241099
1197-BVMVG,0.8569707718174918
4749-OJKQU,0.8560932692003611
4090-KPJIP,0.8557203999021944
3422-GALYP,0.8548004920343091
2880-FPNAE,0.8524775954991874
7398-SKNQZ,0.8484984760411506
2897-DOVND,0.8478595279294248
9717-QEBGU,0.847617737624233
9799-CAYJJ,0.8471488708906478
8161-QYMTT,0.8470978230891029
6077-BDPXA,0.8469802696309974
7245-NIIWQ,0.8466043198430511
4482-EWFMI,0.846573267143863
0644-OQMDK,0.846125433850782
9633-XQABV,0.8455634424853128
4395-PZMSN,0.845385460387305
8739-XNIKG,0.8445255707698035
7044-YAACC,0.8442920028897
4770-UEZOX,0.8439937874697284
8622-ZLFKO,0.843869027150798
0187-QSXOE,0.8438464369249558
1393-IMKZG,0.8433419435140661
4847-TAJYI,0.8432183472983371
9840-EFJQB,0.8428446834990108
9957-YODKZ,0.8415894746347975
7394-LWLYN,0.8410979005510089
4115-NZRKS,0.8408877718113148
8242-SOQUO,0.8399117828772364
8309-IEYJD,0.8398721987473787
7321-VGNKU,0.8394755334017219
5032-MIYKT,0.83816026863838
3462-BJQQA,0.8350196624742852
3370-HXOPH,0.8346055496969678
6856-RAURS,0.8343643532943483
8087-LGYHQ,0.8339675802656159
4929-XIHVW,0.8323954073694655
2254-DLXRI,0.8321396449787671
2038-OEQZH,0.8310878661956279
5442-BHQNG,0.8310525068800366
5119-NZPTV,0.8299366821884406
4854-CIDCF,0.8298812361210753
6229-LSCKB,0.8296355309164813
9617-INGJY,0.8295602736804506
6969-MVBAI,0.829329742042552
6918-UMQCG,0.8289792487238442
2799-ARNLO,0.8287399171505381
9334-GWGOW,0.8287170112043445
2984-AFWNC,0.8284572737338582
5399-ZIMKF,0.8283217423521545
7363-QTBIW,0.8281274330971427
7823-JSOAG,0.8280555280004681
3420-YJLQT,0.8280195394050491
2215-ZAFGX,0.8276950659555802
2077-MPJQO,0.8267300848544504
2123-AGEEN,0.8265963148899432
8040-MNRTF,0.8264555959252236
8266-VBFQL,0.8248750599074919
2688-BHGOG,0.8244301257778223
4060-LDNLU,0.822592247330795
6407-UTSLV,0.821134818976564
4884-ZTHVF,0.8208288546329076
0840-DFEZH,0.8200826639675833
1960-UYCNN,0.8200287122652612
3295-YVUSR,0.8190002750837394
0225-ZORZP,0.8188461168051141
6705-LXORM,0.8184301490135152
3223-DWFIO,0.8178924150434213
3199-XGZCY,0.8175777693528085
3030-YDNRM,0.8175402116583548
1475-VWVDO,0.8165541087081268
8714-CTZJW,0.816163585410048
3411-WLRSQ,0.8160574646576352
1219-NNDDO,0.8159202005582749
9050-IKDZA,0.8159059766739335
5928-QLDHB,0.8155809604932368
8035-PWSEV,0.8154196321313738
7354-OIJLX,0.8151657274485642
0722-SVSFK,0.8149275570398293
8325-QRPZR,0.814852650316571
6198-ZFIOJ,0.8140835019097346
1200-TUZHR,0.8138482668582548
2080-GKCWQ,0.8137230741140926
3496-LFSZU,0.8136200810777016
3320-VEOYC,0.8131357567918599
1173-XZPYF,0.8130526033780499
5348-CAGXB,0.8127007381354896
6860-YRJZP,0.8121295280684838
8541-QVFKM,0.8114252355306438
7858-GTZSP,0.8110505390898096
2674-MIAHT,0.8104163338703985
5429-LWCMV,0.8100368528488398
0432-CAJZV,0.8098792984553118
6435-SRWBJ,0.8092568725091251
9290-SHCMB,0.8085733884918568
0581-BXBUB,0.8080254519802936
7225-CBZPL,0.807933726442741
7994-UYIVZ,0.8078710956657568
2905-KFQUV,0.8077185051139754
9094-AZPHK,0.8072173541245132
0258-NOKBL,0.807096920999099
8270-RKSAP,0.8061786065170012
2800-VEQXM,0.8060005527029639
6339-YPSAH,0.8056438305798445
4450-DLLMH,0.8032506928595449
5935-FCCNB,0.8030838406565988
7668-XCFYV,0.802862938587635
2876-GZYZC,0.802757015135167
3452-GWUIN,0.802089137536982
6583-KQJLK,0.8020061444136359
1508-DFXCU,0.8010725494779463
3966-HRMZA,0.8007996504963996
6986-IXNDM,0.8007792021986202
4029-HPFVY,0.8003335589743134
4813-HQMGZ,0.800325836901067
2424-WVHPL,0.8001261683984123
4983-CCWMC,0.7995846909055864
9402-ORRAH,0.7986761616112564
4633-MKHYU,0.7985974916148105
8687-BAFGU,0.7983631783028755
